#{"t_start": 1633480443.85006, "env_id": null}
r,l,t 
0,7,5886.894431
1,7,5889.283428
0,7,5890.715427
1,7,5892.52939
1,8,5895.768393
0,7,5897.34839
0,7,5899.243427
1,7,5901.654427
1,7,5903.802393
1,7,5906.488428
1,8,5908.54639
0,8,5911.05139
0,7,5912.72239
0,7,5914.502427
1,7,5916.437393
0,7,5918.562428
1,8,5920.513428
0,7,5922.604427
0,7,5924.523392
1,7,5926.499392
0,8,5929.347393
0,8,5931.383391
1,7,5934.250427
1,7,5936.426426
1,7,5938.880393
1,7,5940.806427
1,7,5942.751393
0,7,5944.992393
0,7,5946.610429
0,8,5948.401428
0,7,5950.413393
0,7,5952.242428
0,8,5954.04439
1,7,5956.31339
0,7,5958.29039
1,8,5960.356391
1,7,5963.393426
0,7,5966.384425
1,7,5968.642393
0,7,5970.489425
1,7,5972.335427
0,7,5975.208392
0,7,5978.09539
1,7,5980.626393
1,7,5982.475425
1,7,5984.66039
0,7,5986.79939
1,7,5989.49943
0,7,5992.088427
0,7,5993.973427
1,7,5997.020392
0,7,5998.885428
0,7,6000.99139
1,7,6002.816427
0,7,6004.343393
0,7,6006.324428
0,7,6008.332391
1,7,6010.74939
0,7,6012.34739
1,7,6014.282393
1,7,6016.942393
1,8,6019.093393
0,7,6021.11239
1,7,6023.882393
0,7,6026.15139
0,7,6028.054393
1,7,6029.67239
1,7,6031.538393
0,8,6034.34039
1,7,6039.37039
1,7,6041.990393
1,7,6043.806427
0,7,6046.427433
0,7,6048.049393
0,7,6050.113393
0,7,6051.78043
0,7,6053.403428
0,7,6054.90439
0,7,6058.210428
0,7,6060.83139
0,7,6062.828425
0,8,6065.11639
0,7,6067.67039
0,7,6070.415393
1,7,6075.251415
1,7,6076.94839
1,7,6082.703427
1,7,6085.15539
0,8,6087.116393
1,7,6089.31539
1,7,6091.237391
0,7,6092.68639
0,7,6094.638427
1,7,6097.38639
0,7,6099.735427
0,8,6102.048404
0,8,6104.132429
1,7,6107.26839
1,7,6109.058429
1,7,6111.736393
0,7,6113.330393
1,7,6115.161393
0,7,6118.026414
1,7,6120.542391
1,8,6122.657393
1,7,6124.57739
0,7,6126.17439
0,7,6128.065426
1,7,6130.07639
0,7,6133.08139
0,7,6135.77039
1,7,6137.589428
0,7,6139.621391
1,7,6142.115392
0,7,6143.941393
1,8,6146.18539
1,7,6148.240427
0,7,6150.56617
1,7,6152.591167
0,7,6155.218202
1,7,6157.562204
0,8,6159.790167
0,7,6161.928169
0,7,6163.839167
1,8,6166.42717
0,7,6169.456169
0,7,6171.343203
0,7,6173.160169
1,7,6174.940169
1,7,6176.94017
1,8,6178.799201
0,7,6181.21617
0,7,6185.133169
1,7,6187.083169
0,7,6188.846169
0,8,6190.526204
1,8,6194.158167
0,7,6195.712266
0,8,6198.092245
0,7,6199.97028
1,7,6201.863281
1,7,6204.004278
0,7,6206.256279
0,7,6209.25728
1,7,6212.208242
0,8,6214.152243
0,8,6215.861245
0,7,6217.498278
0,7,6219.154242
1,7,6221.247282
1,8,6223.434245
0,7,6225.275282
0,7,6227.283242
1,8,6229.669267
1,7,6231.742242
1,8,6235.220279
1,7,6237.001245
1,8,6239.030276
0,7,6242.080242
1,7,6244.387279
1,7,6247.177245
0,7,6249.563279
1,7,6251.110242
1,8,6253.002278
1,7,6254.833242
1,8,6257.311244
0,8,6259.590245
0,7,6262.12928
0,7,6264.456243
1,7,6266.180243
1,8,6269.511281
0,7,6272.76528
0,7,6274.828244
0,7,6276.896242
0,7,6278.633245
0,7,6280.16928
0,8,6282.33028
0,7,6285.08528
0,7,6286.898279
0,8,6289.838242
0,7,6291.663282
0,7,6293.286278
0,7,6295.497245
0,8,6297.438242
1,8,6299.68228
1,8,6302.644245
0,7,6305.328279
1,8,6307.91328
0,7,6309.789245
0,8,6311.857245
0,7,6313.575279
0,7,6315.337242
1,8,6317.625242
1,8,6320.176281
1,7,6322.311244
1,7,6324.019245
1,8,6326.756245
0,7,6328.884279
1,7,6331.194279
0,8,6333.796278
1,8,6335.804245
0,7,6337.921279
0,7,6339.409245
0,8,6341.10328
1,8,6343.101279
1,7,6344.921245
0,7,6346.614245
0,8,6349.764242
0,7,6351.276279
1,7,6352.929245
1,7,6356.556245
0,7,6359.156282
0,8,6360.750279
0,7,6363.26628
0,7,6365.061279
1,7,6367.171242
0,7,6369.218244
1,7,6372.554279
0,7,6375.370277
1,8,6377.407243
1,7,6379.215282
0,8,6381.058245
0,8,6382.983243
1,8,6384.985242
0,7,6388.342281
1,7,6390.221273
1,7,6392.968245
0,8,6395.148242
0,7,6396.563243
0,8,6398.834279
0,7,6400.11428
0,8,6402.013245
1,7,6404.337279
1,8,6407.04228
1,8,6409.701242
1,7,6411.326279
0,8,6413.146245
0,7,6415.343279
1,8,6417.73628
0,7,6419.59428
0,7,6425.456279
0,8,6427.20628
1,7,6429.091242
0,7,6430.88828
0,7,6432.316245
0,7,6434.062245
0,7,6435.99828
1,8,6438.442245
0,8,6440.890273
1,8,6443.441279
1,8,6445.643242
0,7,6447.013242
1,8,6449.059282
1,7,6451.619242
0,7,6453.520242
0,7,6455.055243
0,7,6457.185279
1,7,6459.231245
1,7,6463.157279
0,7,6465.004242
0,7,6466.809242
0,7,6472.758242
1,8,6476.507244
0,7,6478.416279
0,7,6479.84228
0,7,6482.277242
1,7,6484.185245
0,7,6486.47128
1,8,6488.329245
1,8,6490.841279
0,7,6492.609277
0,8,6495.095279
1,7,6497.287243
0,7,6499.155245
0,7,6501.258242
0,8,6504.464242
0,8,6506.769243
0,7,6508.900245
0,8,6510.640243
1,7,6512.474283
0,8,6515.223243
0,7,6517.130279
1,7,6519.343243
1,7,6521.272284
1,7,6523.129242
0,7,6525.027242
0,7,6526.886245
0,7,6528.720243
0,8,6530.625279
1,7,6532.870245
0,7,6535.042245
1,8,6537.69528
0,7,6539.228279
0,7,6544.148245
0,7,6546.054245
0,8,6547.812266
0,7,6549.510279
0,7,6551.721245
0,7,6553.37828
0,7,6555.317243
0,7,6558.774242
0,7,6560.822242
0,7,6563.816279
1,7,6565.469279
0,7,6567.362279
0,8,6569.541245
1,8,6572.084242
0,7,6574.03528
1,7,6576.804279
0,7,6578.325243
1,8,6580.61228
0,7,6582.041279
1,8,6583.96728
0,7,6585.588279
0,7,6587.571279
1,8,6589.841281
0,7,6592.635242
0,8,6595.089281
1,7,6598.310245
1,7,6600.263279
0,8,6603.654245
0,8,6605.393242
0,7,6606.796279
1,7,6610.474279
0,7,6612.05728
0,7,6613.675245
0,8,6615.287278
0,7,6617.023279
1,8,6619.600245
0,8,6621.669242
1,8,6624.498245
1,7,6626.365243
0,7,6627.714245
0,7,6629.220243
1,7,6631.634245
1,8,6634.764245
0,7,6636.987243
1,7,6639.129278
1,8,6641.450243
0,7,6643.411245
1,8,6645.722242
1,8,6647.884246
0,7,6649.836279
1,8,6651.879279
0,8,6654.191279
0,8,6656.178243
1,8,6658.186243
0,7,6659.89228
0,7,6662.658242
1,8,6664.478245
0,7,6666.865281
0,7,6668.72928
0,7,6670.187242
0,7,6672.568245
1,7,6674.335242
0,7,6677.61028
0,8,6679.31828
1,8,6681.784244
0,8,6683.682256
0,7,6685.117279
1,7,6688.232244
0,7,6690.951279
0,7,6693.162245
1,8,6695.813278
0,7,6697.245266
0,8,6699.549245
0,8,6702.019242
0,7,6703.667242
0,7,6705.314245
0,7,6708.177245
0,8,6710.382242
0,8,6713.065245
1,7,6714.789279
1,8,6717.246279
0,7,6720.456245
0,8,6722.576267
0,8,6725.326278
1,7,6727.113279
0,8,6730.070245
0,7,6731.494245
1,7,6733.372283
1,7,6735.313278
0,7,6737.440244
1,7,6740.405279
1,7,6742.656245
1,7,6744.780243
0,7,6746.844245
0,8,6749.337245
0,7,6751.114279
0,7,6753.650278
1,7,6755.742278
0,7,6757.559242
0,7,6759.373245
1,7,6761.657278
0,7,6763.437279
0,7,6765.527243
1,7,6767.579245
0,7,6769.356245
1,7,6771.582279
0,7,6773.179242
0,8,6775.276279
1,7,6777.88728
1,8,6785.033279
0,8,6786.958243
1,8,6788.829242
0,7,6790.491242
0,7,6792.139245
1,7,6794.416242
1,8,6796.510266
0,8,6798.157245
0,7,6799.544242
0,7,6802.386245
0,8,6806.432279
1,8,6808.531245
0,7,6811.956278
1,8,6814.305245
1,8,6817.212279
1,7,6819.120245
0,7,6821.543279
1,7,6823.481278
1,8,6825.842242
0,8,6827.715279
0,8,6829.50928
0,7,6831.303242
1,7,6833.35828
0,7,6834.670281
0,7,6836.417279
1,7,6838.956245
1,8,6841.38828
0,7,6843.218245
0,7,6845.242242
0,7,6846.775243
0,7,6849.700243
1,8,6851.852242
1,7,6853.981245
1,7,6858.060245
1,7,6860.541278
1,8,6863.263245
0,7,6865.121279
0,7,6866.951242
0,8,6869.496244
0,7,6871.039248
0,7,6873.300272
1,7,6875.105279
0,8,6876.752243
1,7,6883.417279
1,7,6885.633279
0,7,6887.077243
1,8,6888.860246
0,7,6890.97328
0,8,6893.23628
0,7,6895.29328
0,8,6897.066243
0,8,6898.680279
0,7,6900.578245
1,8,6903.229282
1,8,6905.541244
0,7,6907.575245
0,7,6913.733243
0,8,6915.856279
1,8,6918.794242
0,8,6920.480278
1,8,6923.491245
0,7,6929.716245
1,7,6931.664279
0,7,6934.18828
1,7,6936.385242
0,7,6939.802279
0,8,6941.944281
0,7,6943.381279
0,8,6945.079275
1,8,6947.106282
0,7,6948.909246
1,8,6951.452245
1,8,6953.500279
0,7,6954.909279
0,8,6957.675245
1,8,6960.20728
0,7,6961.547245
0,8,6963.671245
0,7,6965.898279
1,7,6968.171279
0,7,6971.324242
0,7,6973.883279
1,8,6975.772267
0,7,6977.259279
0,8,6979.83025
0,7,6981.652279
1,7,6986.863283
0,8,6988.970242
0,7,6993.081245
1,8,6996.144243
0,8,6998.331244
0,7,7000.126245
1,8,7004.122279
1,8,7007.622281
0,7,7009.198279
0,8,7011.247245
0,7,7012.862243
1,7,7015.65228
1,7,7018.244243
0,7,7019.883245
1,7,7022.580281
0,7,7024.983245
0,7,7026.75828
0,7,7029.021245
0,8,7031.198267
1,7,7033.586279
1,7,7037.223279
0,8,7041.971242
1,7,7045.493242
1,8,7047.44828
0,8,7049.233303
0,7,7051.179243
0,7,7053.356242
1,8,7056.163278
0,7,7058.036243
1,7,7060.276245
0,7,7061.76928
0,7,7063.463243
0,7,7066.431244
1,7,7068.581245
0,7,7070.843245
1,7,7072.856245
0,7,7074.535283
0,7,7076.757279
0,7,7078.58428
0,7,7080.649245
0,7,7082.565245
1,8,7084.875267
1,7,7087.000281
1,7,7088.924245
0,7,7090.867244
0,7,7092.832242
0,7,7095.065279
0,7,7096.482242
0,8,7098.504245
0,7,7100.13228
0,7,7102.031242
1,8,7104.634244
0,8,7106.683245
0,7,7108.678279
1,7,7111.030243
0,7,7117.722245
1,7,7120.786242
0,7,7122.895279
1,7,7124.784282
0,7,7127.077245
0,7,7128.539245
1,7,7131.448242
0,8,7133.677279
1,7,7135.86828
0,7,7137.969242
0,7,7140.552244
0,7,7144.08728
1,7,7145.929285
1,7,7147.98928
1,7,7149.699242
0,7,7151.995279
1,8,7154.022245
0,7,7155.860242
0,7,7157.578245
0,7,7159.693246
1,7,7164.806245
0,7,7166.820278
0,7,7168.36428
0,7,7170.63228
0,7,7172.208243
1,7,7174.176279
0,7,7176.203279
0,7,7177.861279
0,7,7179.999245
0,8,7181.809245
1,7,7183.846243
0,7,7186.381282
1,7,7189.047245
1,7,7190.901242
1,7,7193.220279
0,7,7194.717245
1,7,7196.921245
1,8,7199.169279
1,7,7201.320242
1,7,7203.198245
0,7,7205.854266
0,8,7207.74728
0,7,7209.810279
0,7,7211.247281
0,7,7213.002243
1,7,7214.944245
1,7,7216.578279
1,7,7218.877244
1,7,7220.754242
0,7,7222.483282
0,7,7224.023279
1,7,7228.049268
1,7,7229.78728
0,8,7232.277242
0,7,7233.908242
1,7,7236.280242
1,7,7238.722279
0,7,7240.666245
1,7,7242.885276
0,7,7245.845245
0,7,7247.435245
0,7,7250.011245
1,7,7252.15128
0,8,7254.131245
1,7,7256.03928
0,8,7257.971279
1,7,7259.747245
0,7,7261.875245
1,7,7263.994245
0,7,7268.078245
1,7,7270.315245
0,7,7272.243245
1,7,7274.623245
1,7,7276.599279
0,7,7278.039245
1,7,7279.79128
0,7,7281.853281
0,8,7287.245279
0,7,7290.399245
0,8,7292.876245
0,7,7294.618279
1,8,7297.374242
1,7,7299.312243
1,7,7301.991245
0,7,7303.376284
1,7,7307.297242
0,7,7309.08328
1,8,7311.240242
0,7,7313.006242
0,7,7314.64028
0,7,7316.638281
1,7,7318.513245
0,7,7320.141278
1,8,7322.314282
0,7,7325.011245
0,7,7327.042279
0,7,7332.280245
0,7,7334.235242
1,7,7336.226279
0,7,7338.607279
0,7,7340.582245
0,7,7342.200242
1,7,7345.259242
1,7,7347.428245
0,8,7350.439242
1,8,7353.163267
1,7,7355.510266
0,7,7357.597242
0,8,7359.70628
0,7,7361.149279
0,8,7363.770278
1,7,7365.507245
1,8,7368.112245
0,7,7370.011245
0,7,7371.439243
0,7,7372.99928
1,7,7374.455245
0,7,7375.858242
1,7,7378.545246
0,7,7380.251279
1,7,7382.55428
0,7,7383.89228
1,7,7385.989279
0,7,7387.623244
0,7,7389.523281
0,8,7391.34128
0,7,7393.115242
0,7,7395.016243
1,8,7396.859279
0,7,7399.106243
1,7,7402.066245
0,7,7403.674245
0,8,7405.412284
0,7,7407.19128
0,7,7408.993279
0,7,7411.072245
1,7,7412.613242
1,7,7414.66628
1,7,7417.740245
0,7,7419.94128
0,8,7421.66928
0,7,7423.22028
1,8,7425.97728
0,7,7427.928242
1,8,7429.901242
1,7,7431.637279
1,7,7433.552243
0,7,7435.197279
0,8,7437.36728
0,7,7438.806245
0,7,7440.89628
0,7,7442.682243
0,8,7444.715242
0,7,7447.068283
0,8,7449.565243
0,7,7451.41328
0,8,7454.00628
1,7,7455.78428
0,7,7458.296243
0,7,7460.065245
0,7,7462.72128
0,7,7464.842245
0,7,7466.942276
1,8,7470.263279
0,7,7471.97928
0,7,7473.735245
0,7,7475.607245
0,7,7478.174245
0,7,7480.685245
1,7,7482.458245
0,7,7484.011245
0,7,7485.911279
0,7,7488.130243
1,7,7489.86428
1,7,7492.022244
0,7,7494.046242
0,8,7495.677244
0,7,7497.432242
1,7,7501.672245
0,7,7504.022242
0,8,7506.283279
1,8,7508.637245
1,7,7512.065279
0,7,7513.65628
0,8,7516.073279
0,7,7517.890243
0,7,7519.730277
0,7,7522.074243
0,8,7524.314242
0,8,7526.853242
0,7,7528.598244
0,8,7535.196242
0,7,7536.858279
1,7,7539.279282
1,7,7541.255243
0,7,7542.840245
0,7,7544.565282
0,7,7546.529243
0,7,7548.14728
1,7,7550.539279
0,7,7552.448245
1,7,7554.783245
1,7,7556.935267
1,7,7559.356266
0,8,7561.403245
0,7,7563.560246
1,7,7565.617245
0,7,7568.69228
0,7,7570.454245
1,7,7572.034242
1,8,7575.349242
0,7,7577.401245
1,7,7579.224245
0,7,7581.74528
0,8,7583.847245
0,7,7586.337242
0,7,7588.487245
0,7,7589.982244
0,7,7592.690244
0,7,7594.471245
0,7,7595.940282
0,8,7597.985242
0,7,7599.702279
0,7,7601.484279
0,7,7603.27328
0,7,7607.094242
0,7,7608.986245
0,7,7610.661281
0,8,7612.930245
0,7,7614.480245
0,7,7616.283279
1,7,7618.04128
0,7,7620.358244
0,7,7622.451242
0,7,7624.369243
0,7,7626.133279
1,7,7629.268245
0,7,7631.148279
0,7,7633.84828
0,7,7635.06928
1,7,7637.084243
1,7,7638.70928
1,7,7640.690281
1,7,7642.476244
1,7,7645.105243
0,7,7648.496242
0,7,7650.089276
0,7,7654.665242
0,7,7661.520245
0,7,7664.46728
0,8,7669.999245
1,8,7673.548281
1,7,7675.496243
0,7,7678.609244
1,8,7681.169279
0,7,7683.279243
1,7,7686.188242
0,7,7687.967245
1,7,7691.087242
1,7,7693.036279
0,7,7694.910279
0,7,7696.992266
0,7,7698.951279
1,8,7701.706245
1,7,7703.907245
0,8,7705.768242
0,7,7707.859279
1,7,7709.91328
1,8,7713.555242
0,7,7715.275282
0,8,7717.172245
0,7,7718.744252
0,7,7721.098279
0,7,7723.162242
0,7,7725.618279
1,8,7727.840278
1,7,7731.323279
1,7,7733.988242
0,7,7735.65528
0,7,7737.74228
1,7,7739.891279
0,7,7741.680243
0,7,7743.32428
0,7,7745.092242
1,7,7747.33028
0,8,7749.747282
0,7,7751.506243
1,7,7753.26528
0,7,7754.824276
1,7,7757.083243
1,7,7758.999242
0,7,7764.173279
0,7,7766.637283
0,7,7769.234245
1,7,7771.682242
0,7,7773.476279
0,8,7775.372245
1,7,7778.431279
1,7,7780.411245
1,7,7782.223243
1,7,7784.277245
0,7,7786.036245
1,7,7788.402242
1,8,7790.607243
0,8,7792.369245
1,9,7795.550242
0,7,7798.546279
0,7,7800.914279
1,7,7802.714242
0,7,7804.299245
1,7,7805.843279
0,8,7807.988281
0,7,7809.854243
0,7,7811.550279
1,8,7815.333245
1,7,7817.924242
0,7,7820.617245
0,7,7823.24528
1,7,7827.018267
1,8,7829.968242
0,7,7831.642245
0,7,7833.368279
0,7,7835.00828
0,7,7836.980242
0,7,7842.397279
1,7,7844.848242
0,7,7846.44428
1,8,7848.812243
0,7,7850.557279
0,7,7852.190245
0,7,7853.958276
0,7,7855.659245
1,7,7857.785242
0,8,7860.49428
0,8,7863.960242
0,7,7865.640279
0,7,7867.468242
0,7,7869.121245
1,7,7871.240282
0,7,7873.110244
1,7,7875.740242
0,8,7877.930243
1,7,7879.869243
0,7,7881.824279
0,7,7883.577242
1,7,7886.827242
0,8,7888.949243
1,8,7891.295279
0,7,7894.082278
1,8,7896.143245
0,7,7898.080279
0,7,7899.397276
1,8,7902.952242
1,8,7906.48628
0,7,7908.21428
0,7,7910.167246
0,7,7912.454245
1,7,7915.78928
0,7,7918.76028
1,7,7920.671242
1,7,7924.496245
0,8,7926.516279
0,8,7928.871245
1,8,7931.755243
0,8,7933.613245
0,7,7935.379277
0,7,7937.299269
1,8,7939.47228
0,7,7941.566279
0,8,7943.815243
0,7,7945.381276
1,8,7947.949243
0,7,7950.152243
1,7,7952.273246
0,7,7954.628281
0,7,7956.13428
0,8,7958.101245
1,7,7960.032247
0,7,7961.739242
1,7,7963.581243
0,7,7965.071243
0,7,7967.778242
0,7,7970.299245
0,7,7971.819242
1,7,7973.784279
0,7,7975.654242
1,7,7979.742243
0,8,7982.103279
0,7,7987.742242
0,7,7989.859245
1,7,7991.672242
1,7,7993.401245
0,7,7995.555245
0,7,7997.709245
0,7,7999.574279
1,7,8002.11428
1,7,8005.652245
1,8,8008.370245
0,7,8010.326279
0,7,8013.154279
1,7,8015.305244
1,7,8017.544245
1,7,8020.325246
1,7,8023.130245
1,7,8025.323267
0,7,8026.980278
0,7,8028.41928
0,7,8030.236281
1,7,8033.728251
0,7,8037.745245
0,7,8039.06428
1,8,8041.026245
0,7,8043.01628
0,7,8044.77428
0,7,8046.699242
0,8,8050.641242
0,7,8052.610242
1,7,8055.164243
1,7,8057.375242
0,7,8059.278242
1,8,8061.115279
1,7,8063.465243
0,7,8065.098279
0,7,8067.649279
0,7,8068.980279
0,7,8070.65928
1,8,8073.522257
1,7,8075.572245
0,7,8078.989245
0,7,8080.506245
0,7,8082.437279
0,7,8083.872242
0,7,8085.29728
0,7,8086.898279
0,7,8088.351246
1,7,8090.15528
1,7,8093.026245
0,8,8094.900279
1,7,8099.895245
1,7,8101.874279
0,7,8103.562279
1,7,8105.844243
0,7,8108.137245
0,7,8110.185242
0,8,8113.781242
0,7,8116.562243
0,7,8118.166243
0,7,8119.686279
1,7,8122.375245
0,7,8124.301242
0,7,8126.019279
1,7,8128.26328
1,7,8130.69328
1,7,8136.202242
0,7,8138.473245
1,7,8141.372242
1,7,8143.213243
1,7,8145.244242
1,7,8147.610242
0,7,8149.192245
0,8,8151.465242
1,7,8154.273245
0,7,8155.889281
1,8,8158.341278
0,7,8159.659282
0,7,8161.853242
0,7,8163.378279
1,7,8165.662278
1,7,8169.762242
1,7,8171.720245
1,7,8173.936242
0,7,8176.230245
0,8,8178.652279
1,7,8180.971242
0,7,8183.115279
1,7,8184.909281
1,7,8187.070242
1,8,8188.878242
0,8,8190.536279
0,7,8193.345245
0,7,8195.630242
0,7,8197.965245
0,7,8200.439243
1,7,8202.602245
0,7,8205.249279
0,8,8207.090279
1,7,8209.732243
1,7,8212.242242
0,8,8214.282243
0,7,8216.581242
0,7,8218.822245
1,8,8221.993242
0,7,8224.023279
0,7,8225.713242
0,7,8227.704278
0,7,8229.439279
1,7,8232.285245
1,7,8234.037245
1,7,8237.056245
0,7,8238.884243
1,7,8241.216243
0,7,8243.05728
0,7,8244.830245
0,8,8246.765245
0,7,8249.981242
1,8,8252.189245
1,7,8254.305278
0,7,8260.109245
0,7,8263.369278
0,7,8266.391242
1,7,8268.594244
1,7,8272.706242
0,7,8276.796242
0,7,8278.403277
0,7,8280.242242
0,7,8281.853279
1,7,8284.907245
0,7,8288.690279
1,8,8290.551243
0,7,8292.356279
0,7,8294.392279
0,7,8295.907279
0,7,8297.253243
0,7,8301.649242
0,7,8304.779267
1,8,8308.153279
0,7,8311.46228
1,8,8313.710244
0,7,8318.635242
1,7,8320.986242
0,7,8323.347278
1,7,8325.289245
1,8,8328.236242
0,7,8329.944279
0,7,8332.111242
1,7,8335.016245
0,7,8336.955278
0,7,8338.82128
0,7,8340.943277
1,7,8342.781242
0,8,8346.083245
0,7,8347.708242
0,7,8351.124244
0,7,8352.533245
1,7,8354.419242
0,7,8356.258277
1,7,8358.739245
0,7,8360.437277
0,7,8362.299245
0,7,8364.115242
0,7,8366.397245
1,7,8368.350242
0,7,8370.62728
1,8,8372.60528
0,7,8374.273278
0,7,8376.805245
0,8,8378.57328
0,7,8380.119242
0,7,8382.432245
1,7,8384.389245
0,7,8386.911245
0,7,8388.494279
0,7,8390.666243
0,8,8392.34228
0,7,8394.04428
0,8,8395.885242
0,7,8397.995243
0,7,8399.28028
0,7,8400.561245
0,7,8402.106242
0,7,8404.095245
1,7,8406.196243
0,7,8408.836279
0,7,8410.60128
0,7,8412.209245
1,7,8413.94328
0,7,8415.640279
1,7,8418.38728
0,7,8420.542279
1,7,8423.190242
1,7,8425.588279
0,7,8427.077284
0,7,8429.010245
1,7,8431.22128
1,7,8433.327281
0,7,8434.892281
0,8,8436.812245
0,7,8438.867243
0,7,8442.080245
0,7,8444.845282
1,7,8446.98428
1,8,8449.676275
0,7,8451.329242
0,7,8453.130245
0,8,8455.310242
1,7,8457.481267
0,7,8459.270243
1,7,8461.22028
1,7,8463.395242
1,8,8465.687282
0,7,8467.542242
1,8,8469.388279
1,7,8471.796245
0,7,8474.387242
0,7,8476.235279
1,7,8478.323245
0,7,8484.201245
0,8,8486.009245
0,7,8487.719279
1,8,8489.672245
0,7,8491.34528
1,7,8493.262279
1,7,8495.363242
1,7,8498.278245
0,8,8499.940279
0,7,8505.010242
1,7,8506.634276
0,7,8509.960282
0,7,8511.742245
0,7,8515.223243
1,7,8517.649242
0,7,8520.506242
1,7,8522.88928
0,7,8526.001279
0,7,8527.595245
0,7,8530.106279
0,7,8531.998279
0,7,8534.578245
0,7,8535.976279
0,8,8537.707242
0,7,8539.713242
0,7,8542.114245
1,7,8543.844245
1,8,8546.29628
0,7,8549.333242
0,7,8551.894242
0,7,8553.765245
0,7,8556.164242
1,7,8558.002243
0,7,8559.562245
0,7,8561.420279
0,7,8563.26328
0,7,8566.164279
0,7,8568.062245
0,7,8570.003279
0,7,8571.690242
0,7,8574.02928
0,7,8576.471244
1,7,8578.15028
1,7,8580.654279
0,7,8582.221279
1,7,8585.56228
1,7,8587.469242
1,7,8589.804242
0,7,8592.091242
1,7,8594.91828
0,7,8597.325271
1,7,8599.16828
1,7,8601.625245
1,7,8604.998279
1,7,8607.341278
1,7,8609.57428
0,7,8611.342278
0,7,8618.825245
0,7,8620.947245
0,7,8622.959243
0,8,8625.362277
0,7,8628.153242
1,7,8630.391245
1,7,8632.192279
0,7,8634.21328
0,7,8635.92228
1,7,8637.810243
0,7,8641.721242
0,7,8644.179245
0,7,8646.290245
1,7,8649.803243
0,7,8653.458277
1,7,8655.181279
0,7,8656.985245
0,7,8658.632281
1,7,8665.479279
1,7,8667.803279
1,7,8669.530281
1,7,8671.529243
0,7,8673.95328
0,7,8675.862242
0,7,8677.91928
0,7,8680.847278
0,7,8682.301242
0,7,8684.549246
0,7,8687.425278
1,7,8689.575242
1,7,8691.784244
0,8,8693.686242
0,7,8695.563242
0,7,8696.972278
0,7,8698.720281
0,7,8700.585279
0,7,8702.29728
0,7,8703.810245
0,7,8705.397243
0,7,8707.303245
0,8,8709.298279
1,7,8711.147242
1,7,8713.360245
0,7,8715.115245
0,8,8717.574245
0,7,8719.200244
0,7,8721.151242
0,7,8722.713245
0,7,8724.029243
0,7,8726.508282
0,7,8728.617279
0,8,8734.197242
0,7,8735.596245
0,7,8737.873282
0,7,8740.189242
1,7,8741.810281
0,7,8744.661242
0,7,8746.028243
0,7,8747.830279
1,7,8750.066245
0,7,8751.984245
0,7,8753.760278
1,7,8755.59328
1,8,8757.898243
0,7,8759.785279
0,7,8762.102245
0,7,8763.721245
0,7,8765.723243
1,7,8767.921279
1,7,8769.777243
0,8,8771.493245
0,7,8773.53728
1,7,8775.402245
0,7,8777.69728
0,7,8779.438279
1,8,8781.87028
1,7,8784.296245
0,7,8786.881243
0,7,8788.549242
0,7,8790.481245
0,7,8792.750279
0,7,8794.207242
0,7,8795.815279
0,7,8798.955242
0,7,8801.221245
0,7,8802.883279
0,7,8804.404279
1,7,8806.424279
1,8,8809.084279
1,7,8811.196242
0,7,8812.695279
0,7,8814.207242
1,7,8816.193242
1,7,8818.562278
1,7,8820.713245
0,7,8824.284282
1,7,8829.055245
1,7,8830.730245
0,7,8832.812245
1,7,8834.920279
0,8,8836.406279
0,7,8840.033242
0,7,8841.727245
1,7,8843.616281
0,7,8846.600242
1,7,8848.806281
1,7,8850.893242
1,7,8852.719243
0,8,8854.586246
1,8,8856.58928
1,7,8859.254245
0,7,8861.133242
0,7,8863.230242
0,7,8864.857243
0,7,8866.442279
1,7,8868.456243
0,7,8870.548244
1,8,8872.433274
1,7,8876.581242
1,7,8878.777279
0,7,8880.476243
0,7,8881.830267
0,8,8884.125244
0,7,8886.458242
1,7,8889.798242
0,7,8893.710242
1,7,8895.531242
0,7,8897.744243
0,7,8899.880245
0,7,8902.01527
0,7,8904.327245
0,7,8905.952242
0,7,8907.326243
0,7,8908.775245
1,7,8911.027277
1,8,8913.554242
0,7,8915.120279
0,8,8917.341279
0,7,8918.86428
0,7,8920.424243
1,7,8922.262244
0,7,8924.440279
0,7,8926.071278
0,7,8927.782245
0,7,8929.397242
0,7,8931.766282
1,7,8934.030243
0,7,8936.490279
1,7,8938.603245
1,8,8941.064245
1,7,8944.271245
0,7,8946.143245
0,7,8948.715243
1,7,8950.684245
1,8,8954.295242
0,8,8956.879242
1,7,8958.596254
0,7,8960.189242
0,7,8962.829245
0,7,8964.219243
0,7,8965.97828
0,7,8968.079279
0,7,8970.414245
0,7,8972.247279
0,7,8973.983276
0,7,8975.599245
1,8,8977.606242
0,7,8979.213245
0,7,8984.524287
0,8,8986.204279
0,7,8988.709279
0,7,8990.236244
0,8,8992.00228
1,8,8993.701279
1,7,8998.234242
0,7,8999.901279
0,7,9001.618242
0,7,9003.828244
0,8,9008.599245
1,7,9011.574245
0,8,9013.279279
0,7,9015.004281
0,7,9016.81928
0,7,9021.436245
0,8,9024.651279
0,7,9025.899279
1,8,9030.382242
0,7,9032.265279
1,7,9034.90628
0,7,9037.169278
