#{"t_start": 1633480443.85006, "env_id": null}
r,l,t 
1,7,12602.608425
0,8,12604.442425
0,7,12606.143458
0,7,12608.08046
1,7,12610.155423
1,8,12612.380425
0,8,12614.108425
0,8,12617.338424
0,8,12620.133424
1,8,12622.140425
0,8,12624.562425
0,7,12627.278459
0,8,12630.850458
1,8,12633.303423
0,7,12635.509459
1,8,12638.327425
1,8,12641.336459
0,8,12643.090461
1,7,12645.340422
0,7,12646.945459
0,7,12648.434422
1,7,12650.253459
0,8,12652.756425
0,7,12654.413425
0,8,12656.364459
0,7,12658.174458
0,7,12660.289425
0,9,12662.44646
1,8,12665.209423
1,8,12668.210459
0,7,12670.167425
0,8,12672.201425
0,7,12674.311461
0,7,12676.171425
0,8,12677.973423
0,8,12681.577423
1,8,12683.460458
1,9,12686.517425
1,7,12688.285423
0,9,12691.135459
0,8,12692.792423
0,9,12695.140463
1,8,12697.29346
1,8,12699.492423
0,9,12701.896459
0,8,12704.115423
1,8,12706.849423
0,7,12708.320423
1,8,12710.52446
1,7,12713.37346
0,8,12715.62346
0,7,12719.171422
1,8,12721.304457
0,8,12723.178423
1,8,12724.841459
1,7,12726.748425
0,8,12729.816425
0,8,12733.57246
0,8,12735.900423
0,8,12738.382422
1,8,12740.335423
0,7,12742.494423
0,7,12744.681423
1,8,12746.717422
0,7,12749.63146
0,7,12751.23346
0,7,12753.02346
0,7,12757.43346
1,7,12759.206423
0,7,12761.308424
1,7,12763.842454
1,7,12765.901461
1,8,12768.235425
0,7,12770.178422
1,7,12771.827425
0,7,12774.332425
0,7,12776.212459
0,7,12777.831425
1,7,12779.91346
1,7,12782.345425
0,7,12784.483462
1,8,12786.579422
0,7,12788.059459
1,7,12791.041422
1,8,12793.634425
0,8,12798.672425
0,8,12800.765423
0,7,12802.515425
0,7,12804.215459
1,8,12807.052423
1,8,12809.327425
1,8,12811.223425
0,7,12812.731425
0,8,12814.85046
0,7,12816.969425
0,8,12820.61346
0,8,12822.79446
1,7,12825.194422
1,8,12827.241425
0,8,12829.36846
1,8,12831.946425
0,8,12834.44846
0,7,12835.87346
1,8,12838.704459
1,8,12840.677425
0,8,12842.129425
1,7,12844.250458
1,8,12846.646458
0,8,12849.26746
0,8,12852.41546
0,7,12854.12346
1,7,12856.074425
0,8,12857.983459
0,8,12860.024458
0,7,12861.924459
1,7,12864.868425
0,8,12867.601423
0,7,12869.255459
1,7,12873.23146
0,8,12876.32646
1,7,12878.807422
0,7,12880.827423
0,7,12883.012461
1,7,12885.473423
1,7,12887.849423
0,7,12889.665425
1,7,12892.463425
0,7,12894.899459
0,7,12896.873425
0,7,12898.571459
0,7,12901.978422
0,7,12904.061425
0,7,12907.006425
0,7,12909.108459
0,7,12910.785423
0,7,12912.724425
0,7,12914.233425
1,7,12916.784425
0,7,12920.839422
1,7,12923.218459
0,7,12926.367461
0,7,12928.11046
0,7,12929.941459
0,7,12932.560422
0,7,12935.481461
1,7,12938.598422
1,7,12941.156463
0,8,12943.156425
0,7,12944.918425
0,7,12947.077422
0,7,12948.851459
1,7,12950.550423
0,7,12952.792425
0,7,12955.00546
0,7,12956.955425
1,7,12958.806422
0,7,12960.910423
0,7,12962.550423
0,7,12966.210448
0,7,12969.241423
0,7,12971.974426
1,7,12974.28246
0,7,12976.724422
0,7,12978.843422
1,7,12981.291459
0,7,12983.161425
1,7,12986.098423
0,7,12989.821459
1,8,12992.125425
0,8,12995.464459
0,8,12998.038459
0,7,12999.733423
0,8,13001.437459
0,7,13002.988459
1,9,13005.242423
1,8,13007.864459
0,9,13010.043458
0,8,13013.064457
0,9,13015.76246
0,13,13018.438423
0,19,13020.990425
0,10,13022.922459
0,18,13026.123458
1,14,13028.538425
0,20,13030.890447
0,20,13033.815423
0,19,13036.875425
0,9,13038.394425
0,20,13040.482422
0,20,13042.249425
0,20,13044.143426
0,20,13048.022425
0,20,13050.073423
1,17,13053.751424
0,14,13056.719425
0,13,13058.733461
1,10,13061.272425
1,10,13063.497425
0,10,13065.888425
0,11,13067.749423
0,10,13070.65446
0,9,13072.171924
0,10,13074.436887
0,10,13076.556923
0,8,13078.251911
0,10,13080.461922
1,10,13082.793922
0,12,13085.793887
0,11,13088.172924
0,11,13091.271925
1,9,13093.577925
1,8,13095.749924
0,8,13098.022925
0,8,13100.257889
0,8,13104.081887
0,9,13106.28489
0,8,13107.759887
1,8,13109.953923
0,8,13115.444887
1,7,13117.69189
0,8,13119.79889
0,7,13122.098912
1,8,13124.570924
0,8,13128.298925
0,7,13130.339887
0,7,13131.990889
0,8,13133.525887
1,7,13135.311888
0,7,13137.91789
0,8,13140.07989
0,8,13142.073924
1,7,13143.649889
1,7,13145.732924
0,7,13147.830924
0,7,13149.649925
1,7,13151.668925
0,7,13153.854887
1,7,13158.305924
1,8,13160.51989
0,7,13162.690889
1,7,13168.829891
1,7,13171.103924
0,7,13172.668889
0,7,13174.966887
0,7,13178.40189
1,7,13180.383924
0,8,13182.475887
1,7,13185.568923
0,7,13186.951887
0,7,13189.183887
0,7,13191.065923
1,7,13193.026924
0,7,13194.979925
0,8,13197.058887
0,7,13199.283923
1,7,13204.043924
1,7,13206.997925
1,7,13209.097924
0,7,13211.079924
0,8,13213.391887
0,8,13215.29889
1,8,13217.460887
0,7,13218.780888
1,8,13220.960922
0,7,13222.983922
0,7,13224.317926
0,7,13226.730911
0,7,13229.418924
0,7,13230.996924
0,7,13232.719924
0,7,13234.06289
1,7,13235.979924
0,7,13237.904924
0,7,13239.842923
0,7,13241.94389
0,7,13243.070924
0,8,13245.858925
0,8,13248.222925
1,8,13250.731925
1,8,13253.109926
1,8,13255.747924
1,8,13257.662887
0,7,13260.33689
1,8,13262.414924
0,8,13264.279925
0,7,13268.297887
0,8,13270.310925
0,8,13272.107922
1,8,13274.72689
0,8,13277.033923
0,7,13278.698923
0,7,13280.467926
1,8,13282.477926
1,7,13285.488887
0,8,13288.126889
1,8,13290.273925
0,7,13297.991923
0,8,13300.008926
1,7,13301.707925
0,7,13303.692924
0,7,13305.887889
0,7,13307.740923
0,7,13310.32389
0,8,13312.337887
0,8,13314.449924
0,8,13316.196918
1,8,13318.558916
1,8,13322.77189
1,8,13324.842924
1,8,13327.87189
0,7,13329.587887
1,7,13332.498922
1,8,13335.004911
1,8,13337.067889
0,7,13339.784887
1,7,13341.572922
1,7,13344.288924
0,7,13345.767887
1,8,13348.604924
1,7,13351.166889
1,7,13353.606887
0,7,13355.308927
0,7,13356.968923
1,8,13359.196924
1,8,13361.104923
0,8,13363.045893
1,8,13364.955924
0,7,13366.355924
1,7,13368.58289
0,8,13371.52689
0,8,13373.541888
0,7,13374.967923
1,8,13377.024924
0,7,13378.374928
0,7,13380.117922
1,7,13381.989924
1,7,13385.007887
0,7,13386.758925
1,7,13388.819887
1,7,13390.866924
0,7,13392.847888
0,8,13396.153887
0,7,13398.066887
0,7,13400.562891
0,8,13402.279924
1,8,13404.593888
0,7,13405.861926
0,7,13409.541927
0,7,13410.943924
0,7,13412.747887
0,7,13414.269923
1,8,13416.288924
1,8,13419.617924
0,8,13423.144889
0,8,13425.378887
0,7,13427.170922
1,8,13429.379923
0,8,13431.274923
1,8,13433.495923
0,8,13435.392924
0,7,13437.168887
0,7,13438.612911
0,8,13440.965887
0,7,13442.723924
0,7,13444.363911
1,7,13446.78989
1,8,13449.225923
1,8,13452.215925
0,7,13453.742889
0,7,13455.808923
1,9,13458.131923
0,8,13460.020922
0,7,13461.780921
0,8,13464.721889
1,7,13466.503887
0,7,13468.47289
0,9,13470.446932
1,8,13472.353889
1,8,13474.483889
1,8,13477.028924
1,7,13478.858927
0,7,13480.988924
0,7,13482.866889
0,8,13485.391887
0,8,13487.776927
1,8,13490.262924
0,8,13492.722924
0,7,13494.438887
1,7,13496.815925
1,8,13498.825924
0,8,13500.594887
1,8,13502.818924
0,8,13504.762924
1,8,13508.499897
1,8,13510.713887
1,7,13513.563924
0,8,13516.758887
0,8,13518.56889
1,7,13520.596889
0,7,13522.466887
0,8,13524.159926
1,8,13526.919924
1,7,13528.968912
0,8,13531.569924
0,7,13534.573924
1,7,13538.54089
1,7,13541.142924
0,8,13543.626924
0,7,13545.415887
0,7,13547.088923
0,8,13548.841924
0,8,13550.606969
0,8,13552.849971
0,8,13555.499006
0,7,13557.277971
1,8,13559.494969
1,9,13561.801969
1,7,13563.748003
0,7,13565.266971
0,8,13567.391969
1,8,13570.959969
0,7,13573.173006
1,7,13576.014005
0,7,13577.690971
0,8,13579.349971
0,7,13581.764006
0,7,13583.963969
1,8,13585.815971
1,8,13588.091971
0,7,13590.087969
0,7,13591.882972
0,8,13593.796969
0,7,13595.292969
1,7,13597.165971
0,8,13598.885006
0,8,13602.739969
0,7,13604.177006
0,7,13606.823971
1,8,13609.380971
0,7,13611.400006
0,8,13613.528971
1,8,13615.681969
0,8,13617.600006
0,8,13619.969971
0,7,13621.949992
1,8,13623.716006
0,7,13625.137971
1,8,13627.822969
0,8,13629.683005
0,7,13631.600006
1,8,13633.25497
1,8,13635.554971
0,7,13637.185007
0,8,13639.053969
1,8,13641.260969
1,8,13643.813969
0,8,13646.183969
0,7,13647.556971
0,8,13649.762006
0,8,13652.611004
1,8,13654.716005
1,8,13657.241969
0,7,13660.442969
1,8,13662.781004
0,8,13665.234972
1,7,13668.163006
0,7,13670.164005
1,7,13672.112969
0,7,13673.967971
1,7,13676.988969
0,7,13678.605007
1,8,13681.472969
0,7,13683.137969
0,8,13685.014971
0,7,13687.254006
1,8,13690.160005
0,8,13692.582971
1,7,13694.653969
0,7,13696.38497
1,8,13699.185969
0,8,13701.439969
1,8,13703.279007
0,8,13706.677006
0,7,13708.360969
1,7,13710.641969
0,7,13713.102969
0,7,13715.477006
0,7,13717.759006
0,8,13719.986969
0,8,13722.197006
1,9,13724.493007
1,7,13726.334969
1,7,13728.731993
0,7,13730.85197
0,7,13733.029007
0,7,13734.395006
0,9,13737.142969
0,7,13739.898969
0,8,13742.77097
1,8,13744.547006
1,8,13749.242007
0,8,13751.140995
1,8,13753.821971
0,7,13755.950006
1,8,13758.004971
0,8,13759.941969
1,8,13762.706005
1,8,13769.653969
1,7,13771.421971
1,7,13773.604969
0,8,13775.647971
0,8,13778.735006
0,8,13781.004972
1,8,13783.015969
0,8,13785.457969
1,7,13787.349005
0,9,13789.472007
1,8,13793.853971
0,8,13796.416004
0,7,13797.632004
0,7,13798.908993
1,8,13800.953006
1,8,13804.157969
0,7,13805.693971
0,7,13807.180969
0,8,13813.137969
0,8,13814.949969
1,8,13817.118979
1,8,13819.670969
0,8,13821.693969
0,8,13823.629006
1,7,13825.677989
1,7,13828.051971
1,8,13830.559969
1,8,13832.76597
1,7,13834.808971
0,8,13837.412004
0,8,13839.455969
0,8,13842.145004
1,8,13844.22897
0,7,13845.740006
1,7,13847.637969
0,8,13849.454006
0,8,13852.319969
1,7,13855.191006
1,8,13858.754971
0,7,13860.447969
1,8,13864.019971
1,7,13866.747007
0,8,13869.120993
0,7,13871.857006
1,8,13874.112006
1,8,13875.935007
0,8,13878.237971
1,8,13882.357969
0,8,13884.605969
1,8,13887.540969
0,8,13890.341006
0,7,13893.078971
0,8,13895.443969
0,7,13897.933969
0,8,13901.050972
1,8,13903.823969
0,8,13906.359969
0,8,13908.017006
1,8,13910.152969
0,8,13914.124969
0,7,13917.66097
0,8,13919.573006
0,8,13921.612006
0,7,13924.140969
1,8,13925.935006
0,8,13927.832969
0,8,13929.644971
0,9,13931.423969
0,8,13934.986969
1,8,13937.013005
0,7,13938.365006
0,7,13939.91497
0,8,13942.194971
0,8,13944.107006
1,7,13946.454972
1,7,13949.934969
0,8,13951.888969
1,8,13954.178969
0,8,13955.795006
0,8,13957.501006
0,8,13959.294006
1,8,13961.329969
0,7,13962.944007
1,8,13964.986969
1,8,13967.575969
0,8,13969.571971
0,8,13971.691971
1,8,13973.515006
0,8,13976.400971
0,8,13978.777969
0,8,13980.975007
0,7,13983.259971
1,8,13988.212005
0,7,13989.796009
1,7,13991.811969
1,8,13994.209969
1,8,13997.327969
1,8,13999.602008
0,8,14001.764971
1,7,14004.210969
1,7,14006.656009
1,8,14009.085009
0,7,14011.186007
0,8,14012.609969
0,8,14014.361969
0,7,14015.905006
1,8,14019.656006
0,7,14021.454006
0,9,14023.436971
0,7,14025.585006
1,7,14027.431006
0,8,14029.48197
0,8,14031.993971
0,8,14034.638005
1,8,14037.362969
0,7,14039.352969
0,7,14040.865971
1,8,14043.045005
0,8,14045.422006
0,7,14047.533969
0,7,14048.754969
0,8,14051.729969
1,8,14053.861969
1,8,14060.153973
1,8,14062.65897
0,9,14065.515006
1,7,14067.809005
1,7,14070.268993
1,8,14072.877969
1,8,14080.247969
1,7,14082.221006
0,8,14084.132006
0,7,14086.791969
1,8,14088.820971
1,8,14090.753007
1,8,14093.672009
1,7,14095.874969
0,7,14100.154969
0,8,14102.402971
0,8,14104.455971
0,7,14105.875969
0,8,14108.466006
0,7,14110.671971
1,8,14112.945969
1,8,14116.431003
1,8,14118.645004
0,8,14125.716006
0,7,14127.546006
0,8,14129.654007
1,8,14131.541971
0,7,14133.032969
0,8,14135.319006
0,7,14136.854969
1,9,14139.480971
0,8,14141.152008
1,9,14143.109971
1,8,14145.80201
0,9,14147.435971
1,7,14149.269969
1,8,14151.506005
1,8,14153.379969
0,7,14155.129969
0,8,14157.077969
0,8,14159.040971
0,7,14162.142969
1,8,14164.708008
0,8,14166.647006
1,8,14168.780971
0,8,14170.853969
0,8,14172.975005
1,8,14175.587008
1,8,14177.805971
0,8,14179.71797
0,7,14181.399007
0,8,14183.319969
0,7,14185.387007
1,8,14189.720969
1,7,14192.733005
0,7,14194.414993
0,8,14197.16197
0,8,14199.564969
0,8,14201.396969
0,8,14203.518971
0,8,14206.005005
1,8,14208.033969
1,7,14211.049972
0,8,14213.068971
0,8,14214.897971
0,8,14218.390969
1,8,14220.490969
1,8,14222.714969
0,8,14225.705971
1,8,14228.295969
0,8,14230.719004
0,8,14232.827971
0,9,14234.481005
0,7,14235.799006
1,8,14238.229006
0,8,14240.119969
0,9,14242.990971
1,8,14244.918005
0,8,14246.822969
0,8,14249.837969
1,8,14252.842971
0,8,14254.636006
0,8,14257.074969
1,8,14260.561971
0,8,14263.328969
0,8,14265.110969
0,7,14267.835006
0,8,14270.849969
0,8,14273.009971
0,8,14275.568969
0,7,14277.192969
0,8,14279.363006
0,8,14281.614006
1,8,14284.244971
0,8,14286.825969
0,8,14288.729971
1,7,14291.110969
0,8,14293.486969
0,8,14296.101005
1,8,14298.260969
1,8,14300.467969
0,7,14305.307004
1,8,14308.932005
1,8,14312.018969
0,7,14313.621006
0,8,14315.554971
0,7,14317.19997
0,7,14318.536969
0,7,14321.538005
1,8,14323.615004
1,8,14325.731005
1,7,14327.845006
0,7,14330.875971
0,8,14333.943969
0,7,14335.458972
0,7,14337.069007
0,7,14339.892971
0,8,14341.839971
1,8,14343.985969
1,8,14346.974969
0,7,14350.726969
0,8,14353.602969
1,8,14355.72197
0,7,14358.299969
0,7,14359.914969
0,7,14362.781004
0,9,14365.392971
0,8,14368.066006
1,8,14370.910969
0,8,14372.955006
0,7,14374.502969
0,8,14376.321971
1,7,14379.035971
0,8,14381.595969
0,8,14384.449006
0,8,14387.560969
1,7,14389.849969
0,8,14392.612969
0,7,14393.989002
0,8,14396.037969
1,8,14399.354971
1,8,14401.818969
1,8,14404.197971
1,8,14406.749006
0,8,14408.938005
0,8,14411.201969
0,8,14413.819969
1,8,14415.813971
0,8,14417.621004
0,8,14421.255008
0,7,14422.882969
1,8,14425.233969
1,8,14429.037969
0,7,14431.263969
1,8,14433.686006
1,8,14436.337969
0,8,14438.068004
1,8,14440.927006
1,7,14443.357969
0,8,14445.239969
1,8,14447.535969
0,7,14449.599007
1,8,14452.842969
0,9,14457.517971
1,8,14459.679971
0,7,14461.588974
0,7,14463.366969
1,8,14466.217972
0,8,14468.204
1,7,14470.267992
1,8,14472.450971
0,8,14475.339006
1,8,14479.377969
0,7,14480.822006
0,8,14483.986971
0,8,14488.420006
0,7,14489.983969
1,7,14491.919006
0,8,14493.921007
0,8,14495.675007
0,8,14497.223002
1,8,14500.106005
0,7,14503.133006
1,7,14505.020969
1,8,14507.587006
1,7,14510.534004
1,8,14513.975969
1,7,14515.968007
0,7,14518.549971
0,7,14520.520006
0,7,14522.964006
0,8,14524.719006
0,7,14527.014969
1,7,14529.438005
1,8,14531.729004
0,8,14533.552969
0,7,14535.287971
0,7,14537.143012
1,7,14539.133005
1,9,14545.391969
0,8,14547.496006
0,7,14549.742969
0,8,14552.850971
0,7,14556.242969
0,7,14558.774971
1,8,14561.057971
0,7,14563.720969
1,7,14565.598004
0,8,14567.678969
0,7,14569.245005
0,8,14571.110969
1,7,14573.277005
0,8,14576.485971
0,7,14580.442969
0,7,14582.446007
1,8,14585.266971
0,8,14587.107007
1,7,14589.558971
1,8,14592.390006
0,8,14595.136969
1,8,14597.146971
0,7,14599.184969
0,8,14601.229997
0,7,14602.745969
0,7,14604.195006
0,7,14605.792969
0,8,14607.501969
0,8,14609.130005
0,8,14611.200969
1,7,14613.107007
1,7,14617.083971
0,8,14618.963007
1,7,14621.887969
0,8,14624.277969
1,8,14626.131006
0,7,14627.369969
0,7,14629.848971
1,7,14631.512969
0,7,14634.964005
1,7,14637.619006
1,7,14639.379006
0,8,14641.466971
0,7,14643.476006
1,8,14646.243968
1,8,14648.563006
0,7,14650.631006
0,8,14655.269972
0,8,14658.805971
1,8,14660.969006
0,8,14663.423006
1,8,14665.807971
1,9,14668.519971
0,8,14670.611969
0,8,14671.858971
1,7,14674.367971
1,7,14676.317994
0,8,14677.919971
0,8,14681.196006
1,8,14683.460006
1,8,14686.080006
1,8,14688.193969
1,7,14690.447006
0,8,14692.947969
1,8,14695.025968
0,7,14697.088006
0,7,14699.035007
1,7,14701.332007
1,7,14703.521006
0,7,14705.74197
1,7,14707.353969
1,8,14709.714969
0,7,14713.553969
1,8,14715.329004
1,8,14717.930969
0,7,14719.524969
1,7,14721.581969
0,8,14724.169969
1,8,14727.999969
0,8,14729.902005
1,8,14731.761971
0,8,14735.025007
0,7,14738.006969
0,7,14739.730971
0,8,14741.598008
0,8,14748.090971
1,7,14750.296006
0,7,14751.938006
1,8,14754.483006
1,8,14756.602006
0,7,14758.543971
0,8,14760.367007
1,8,14763.470969
0,8,14766.206009
1,8,14768.855971
0,7,14771.027969
0,7,14772.379998
0,8,14774.127971
0,7,14775.796005
0,7,14779.948969
0,7,14781.815971
0,8,14783.413006
1,8,14789.151969
1,8,14791.504969
1,8,14793.315006
0,7,14795.307007
0,8,14798.377969
0,8,14801.193972
0,8,14803.078969
1,7,14804.976004
0,7,14806.667969
1,7,14809.347969
1,7,14811.126969
0,7,14813.851971
1,8,14815.791969
0,7,14817.380971
0,8,14819.333969
0,7,14821.138971
1,7,14822.879971
0,8,14824.510006
0,8,14828.625969
0,8,14830.482004
1,8,14832.906971
0,8,14834.431005
0,8,14837.794971
0,7,14841.062969
1,8,14842.906006
0,8,14845.171969
0,8,14847.419969
0,8,14850.995969
1,7,14855.643971
0,8,14860.855971
0,8,14862.458998
1,7,14864.219004
0,8,14866.005969
0,8,14868.405969
0,8,14871.491971
0,8,14873.893006
1,7,14876.440969
0,9,14878.229006
0,7,14879.929969
0,8,14882.116006
0,7,14884.447969
0,7,14886.220969
1,7,14888.490006
1,8,14890.562971
1,7,14892.660971
1,8,14898.581969
0,7,14900.191005
1,8,14907.218004
0,8,14908.913007
1,7,14911.749971
1,7,14914.063969
0,7,14916.907969
1,7,14919.710971
0,8,14921.690971
0,7,14923.334971
1,8,14925.510006
1,7,14928.492969
0,7,14930.868969
1,8,14933.166969
1,9,14935.086005
0,8,14938.586005
0,8,14940.581006
0,8,14942.668971
0,8,14944.77497
0,8,14946.638969
0,8,14948.73197
1,8,14951.344969
1,7,14953.084971
0,7,14954.979006
0,7,14957.019969
1,8,14959.169971
0,8,14961.509969
0,7,14965.508009
0,7,14968.061006
1,7,14970.291006
1,8,14972.077971
0,7,14974.011969
0,9,14976.409969
0,8,14979.048969
1,8,14981.460006
1,9,14984.112993
0,7,14985.691969
1,7,14988.255969
1,8,14990.167969
1,8,14992.476006
0,7,14994.087969
1,8,14996.270971
0,7,14998.066972
1,8,15000.283971
1,7,15002.069969
0,8,15004.662969
0,7,15006.440004
1,7,15009.009007
1,7,15010.894008
1,8,15012.854971
1,7,15015.096004
1,7,15017.427969
0,7,15019.238006
0,8,15021.486971
0,8,15023.437006
0,7,15026.613006
0,7,15028.798971
1,8,15033.618971
1,7,15035.567969
0,7,15036.955993
0,7,15038.595969
0,7,15040.454004
0,8,15042.414006
1,8,15044.800001
0,8,15047.226971
1,7,15050.482969
0,7,15052.486006
1,7,15055.249971
1,7,15056.865971
0,8,15058.809972
0,8,15061.052969
1,7,15063.762005
1,7,15065.481969
0,7,15067.297006
1,8,15069.404969
1,8,15071.849969
0,7,15073.607969
0,8,15076.140969
0,8,15077.791969
1,7,15079.802969
0,8,15082.034971
0,8,15084.742969
0,8,15086.975971
0,7,15089.250971
0,7,15092.026969
0,7,15094.508004
0,7,15096.012006
1,7,15099.072001
1,8,15101.727009
1,8,15103.894007
0,7,15105.765971
0,7,15107.374971
1,8,15109.779969
0,7,15111.451971
0,7,15112.845006
0,7,15114.130006
1,8,15116.002006
0,7,15117.95297
1,7,15121.917969
1,8,15124.927006
0,7,15126.474998
1,9,15129.023993
1,8,15131.549006
0,7,15133.460971
1,8,15135.969006
1,7,15138.052969
0,8,15140.157006
0,8,15142.396007
1,8,15145.224006
0,8,15147.246969
0,8,15150.166969
1,8,15152.571969
0,8,15156.343969
0,8,15158.375971
1,7,15160.168006
1,8,15162.121007
1,8,15164.542006
0,7,15166.787969
0,7,15168.336972
0,8,15169.938002
0,8,15171.84701
0,8,15173.868007
0,8,15176.779971
1,7,15178.605971
1,7,15180.401006
0,8,15182.279968
1,7,15184.419008
0,8,15186.581007
1,7,15188.620969
0,8,15190.867007
0,7,15193.179006
0,8,15196.573969
0,7,15198.376971
1,8,15200.706969
0,7,15202.636969
0,8,15204.588969
0,7,15206.486005
1,7,15208.609007
1,8,15210.756009
0,8,15213.068971
0,9,15215.578971
0,9,15218.903969
1,8,15220.699971
0,7,15222.783969
1,8,15224.891971
0,8,15226.541005
1,8,15229.546005
0,7,15231.348971
0,7,15233.136007
0,7,15236.430969
0,7,15238.796009
1,7,15240.766971
0,8,15244.758969
1,8,15246.506005
0,9,15249.225006
0,7,15250.943969
0,7,15252.910006
0,7,15254.839969
1,7,15256.697007
1,7,15259.665971
1,7,15261.421969
1,8,15263.863969
1,7,15265.472971
0,8,15267.714969
0,8,15269.548969
0,8,15271.059005
0,7,15272.640969
0,7,15274.428006
0,8,15277.757006
0,7,15280.192969
0,7,15282.094005
1,7,15283.859993
0,7,15285.688969
0,7,15287.340005
0,8,15289.763968
0,7,15291.184971
0,7,15292.446971
1,7,15294.216969
1,7,15295.818969
0,7,15298.134971
1,7,15300.491969
0,7,15302.052006
0,7,15303.533972
0,7,15305.040969
0,7,15307.685969
0,7,15310.523005
1,8,15312.786994
0,8,15316.433969
0,7,15318.246006
0,7,15319.832971
0,7,15321.862969
1,7,15323.853969
1,7,15326.780971
0,7,15329.619969
0,7,15331.987971
1,7,15333.81397
1,7,15336.193003
0,7,15340.787971
1,7,15342.830006
0,8,15344.700006
0,7,15346.405971
0,7,15349.672969
0,7,15351.740005
1,7,15354.280969
0,8,15356.191969
0,8,15358.545006
0,8,15360.884004
0,8,15363.314969
0,9,15366.452005
1,8,15370.902972
1,9,15378.277971
0,8,15381.228969
1,8,15384.644969
1,8,15386.866971
1,8,15390.647971
0,8,15393.051971
0,8,15395.260005
1,7,15396.916993
0,8,15398.786005
1,8,15401.268971
0,8,15403.712006
0,8,15405.391969
0,7,15408.163969
0,7,15409.69999
0,8,15411.348006
0,8,15413.699969
0,7,15415.302969
0,8,15417.331006
0,7,15418.876004
1,8,15421.024003
0,7,15422.975971
0,7,15425.684006
1,7,15427.344971
0,8,15430.111004
0,8,15432.775969
0,8,15435.881
1,8,15438.663005
1,8,15441.081005
1,8,15443.613969
0,8,15447.082971
0,8,15449.145006
1,9,15451.131969
1,8,15453.545971
1,8,15457.417006
0,7,15460.576005
0,7,15463.915004
1,7,15466.003006
1,8,15467.947969
1,8,15469.837971
1,8,15471.916002
0,8,15474.012007
1,8,15476.197972
1,8,15478.488006
0,8,15480.473969
1,8,15482.833009
1,8,15484.943969
1,7,15487.316971
1,8,15491.614006
0,7,15493.343007
0,8,15495.907971
1,8,15499.254006
0,8,15501.557969
0,8,15503.365969
0,8,15505.401993
0,8,15508.386004
1,8,15514.247969
0,7,15516.475008
1,7,15518.490006
0,9,15520.619006
0,7,15522.566972
1,8,15525.517008
0,7,15528.294971
1,8,15531.058971
0,8,15533.178006
1,8,15535.706008
0,7,15537.577008
0,7,15539.510971
1,7,15541.386008
0,7,15542.805971
1,8,15544.701004
0,7,15547.043005
0,8,15549.024971
1,8,15552.215969
0,7,15553.499969
0,8,15555.670969
0,8,15557.782971
0,8,15560.998004
0,7,15563.149971
0,8,15566.014971
1,7,15567.625969
0,7,15569.791971
0,8,15571.765969
0,8,15574.062969
1,7,15576.107969
1,8,15578.013007
0,8,15581.312007
0,8,15583.457969
1,7,15586.737969
0,8,15589.612971
1,8,15592.003969
0,8,15593.908969
1,7,15596.013006
0,7,15597.975969
1,7,15600.741969
0,8,15605.525969
0,8,15607.94797
0,8,15610.194004
0,8,15612.147971
0,8,15614.91997
1,8,15617.297969
0,7,15620.258971
0,7,15622.939969
0,7,15626.036969
0,8,15627.964971
1,8,15630.383969
0,8,15632.693006
1,8,15635.851969
1,8,15637.972969
0,7,15640.839006
0,8,15642.706971
1,8,15645.074006
0,7,15646.677007
1,8,15649.005969
0,8,15651.075004
1,7,15653.295969
0,7,15655.571006
1,8,15658.135969
1,7,15662.480969
1,7,15664.898006
1,8,15667.130969
0,7,15669.23697
0,7,15670.671969
0,7,15672.328005
1,8,15674.819006
0,7,15676.608971
1,8,15678.737006
0,7,15680.367969
1,8,15683.845969
1,8,15686.791971
0,8,15688.774006
0,7,15691.575971
1,8,15693.917006
1,7,15698.279971
0,7,15701.278969
0,7,15704.325007
1,7,15706.529005
1,8,15709.683006
1,8,15712.362993
0,7,15715.132006
1,7,15716.951005
0,8,15719.655971
1,8,15722.204969
0,8,15724.398971
0,7,15726.039969
1,7,15728.236971
0,7,15730.398005
0,7,15732.788973
0,7,15735.303006
0,8,15737.810969
0,7,15741.526969
0,8,15743.171005
0,8,15745.582006
1,7,15747.820005
0,7,15749.937006
0,8,15751.943971
1,8,15754.199007
1,8,15756.832969
1,7,15759.449969
0,7,15761.476971
0,8,15763.881972
0,7,15765.879006
1,8,15767.932971
1,8,15770.427006
1,8,15773.020971
0,8,15774.875969
1,8,15778.439969
0,8,15780.691006
0,8,15784.369006
0,8,15788.337969
0,7,15791.093971
0,7,15792.476007
1,8,15794.284971
0,8,15796.505006
1,8,15799.615971
1,7,15801.538007
1,7,15803.508006
0,7,15805.139969
1,7,15807.018969
0,7,15808.402969
0,7,15810.691969
1,7,15814.126969
0,7,15816.008971
0,7,15817.642971
1,7,15820.507969
0,8,15822.296006
1,8,15824.279969
0,7,15825.813006
1,7,15827.691971
1,7,15830.524005
0,7,15833.334971
1,8,15835.436007
0,7,15837.325969
0,7,15838.820969
1,8,15841.134971
0,8,15844.078969
0,7,15848.105007
1,7,15853.956004
0,7,15855.947971
0,7,15858.062971
0,8,15860.416971
0,7,15862.337969
1,7,15864.505971
0,8,15866.075971
0,7,15867.861969
0,8,15870.227004
1,9,15873.321969
0,7,15874.973006
0,7,15877.923007
1,8,15880.373005
1,8,15882.030972
1,7,15883.996006
